"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"10884","sp|P47006|RPA34_YEAST","C3-C2",0.00773533013453456,0.233949630876752,0.0330640835189419,8,0.974433543086706,0.998737561947952,NA,0,0
"10885","sp|P47008|SFH5_YEAST","C3-C2",-0.104916903669761,0.100366653128983,-1.045336278524,8,0.326421844950795,0.864278825413423,NA,0,0
"10886","sp|P47011|GLG2_YEAST","C3-C2",-0.244106461053511,0.378122874213384,-0.645574435456543,8,0.536627545195542,0.935697914347295,NA,0,0.0833333333333333
"10887","sp|P47016|NIT2_YEAST","C3-C2",-0.414175725798206,0.772672773746644,-0.536029920906741,8,0.60651610201428,0.947794564448456,NA,0,0
"10888","sp|P47017|LSM1_YEAST","C3-C2",0.0204484019273548,0.117709610404727,0.173719051970744,8,0.866401553891012,0.992576446666982,NA,0,0
"10889","sp|P47018|MTC1_YEAST","C3-C2",0.00662473737835494,0.0505368156204644,0.131087352794589,8,0.898942797199716,0.994274181102962,NA,0,0
"10890","sp|P47019|ALB1_YEAST","C3-C2",-0.0181980151456772,0.173824494417609,-0.104691891707489,8,0.919197516821954,0.995942407491605,NA,0,0
"10891","sp|P47025|MDV1_YEAST","C3-C2",-0.0954327701226726,0.190280942504019,-0.501536143697927,8,0.629502088802345,0.951104051000422,NA,0,0
"10892","sp|P47031|IML2_YEAST","C3-C2",0.0308759229042685,0.113790793428041,0.271339376184189,8,0.793000247219297,0.986605732976906,NA,0,0
"10893","sp|P47035|NET1_YEAST","C3-C2",-0.0870165875115761,0.0340077756273717,-2.55872622970199,8,0.0337137237832796,0.716328379743291,NA,0.0111111111111111,0.0111111111111111
"10894","sp|P47037|SMC3_YEAST","C3-C2",-0.0278396068747095,0.0988194080727368,-0.281722056604689,8,0.785306842058028,0.983922829560816,NA,0,0
"10895","sp|P47039|BNA3_YEAST","C3-C2",-0.211242668903773,0.0703337440257414,-3.00343273104387,8,0.0169826085942542,0.626906783107406,NA,0.0208333333333334,0.03125
"10896","sp|P47044|YJF5_YEAST","C3-C2",-0.10034450465744,0.0686972020477872,-1.46067818872213,8,0.182234389031991,0.827185904166094,NA,0,0
"10897","sp|P47045|TIM54_YEAST","C3-C2",0.0482167896637513,0.100440036515514,0.48005547724292,8,0.644038871333166,0.952705049522474,NA,0,0
"10898","sp|P47047|MTR4_YEAST","C3-C2",-0.0363670097951333,0.0540909173560361,-0.67233117079082,8,0.520314567098302,0.934030248594041,NA,0.00490196078431371,0.00490196078431373
"10899","sp|P47050|CUL8_YEAST","C3-C2",0.150329355576806,0.139006196218244,1.08145794695931,8,0.311012235439581,0.864278825413423,NA,0,0
"10900","sp|P47054|NU192_YEAST","C3-C2",0.0716122602157666,0.105914708830119,0.676131398620264,8,0.51802263603658,0.934030248594041,NA,0.0092592592592593,0
"10901","sp|P47057|SNX4_YEAST","C3-C2",0.0682534103102578,0.0768295048837829,0.888374985801382,8,0.400260522003573,0.89333492837306,NA,0,0
"10902","sp|P47061|VPS53_YEAST","C3-C2",0.327609143645062,0.0869382838053757,3.76829550004073,8,0.00547897131206687,0.494869568875035,NA,0,0
"10903","sp|P47068|BBC1_YEAST","C3-C2",-0.0915608594143921,0.0203362308879566,-4.50235148877149,8,0.00199587877831986,0.377595316373388,NA,0.0125,0.0166666666666667
"10904","sp|P47069|MPS3_YEAST","C3-C2",-0.0992243701192118,0.495355027480212,-0.200309605464084,8,0.846236865561365,0.990266473039224,NA,0,0
"10905","sp|P47075|VTC4_YEAST","C3-C2",-0.0977846788186068,0.040335613895895,-2.42427644887186,8,0.0415717946910432,0.716328379743291,NA,0,0
"10906","sp|P47076|RPC9_YEAST","C3-C2",-0.204308568911037,0.108581113756292,-1.88162159921848,8,0.0966641124172964,0.760519755289355,NA,0,0
"10907","sp|P47077|NOP9_YEAST","C3-C2",0.0887594154710432,0.0434726360383436,2.04173069681709,8,0.0754708345462918,0.760519755289355,NA,0.0208333333333334,0.0208333333333333
"10908","sp|P47079|TCPQ_YEAST","C3-C2",-0.0747271918631066,0.0285638963702281,-2.61614140082773,8,0.0308347160642477,0.716328379743291,NA,0,0
"10909","sp|P47082|AVT1_YEAST","C3-C2",-0.11636868314097,0.107144828986762,-1.08608772109149,8,0.309079227632197,0.864278825413423,NA,0.0833333333333334,0.0625
"10910","sp|P47083|MPP10_YEAST","C3-C2",0.13480013659564,0.139152770417704,0.968720465938274,8,0.361055599570418,0.878575974529206,NA,0,0
"10911","sp|P47089|DENR_YEAST","C3-C2",0.0123463003977958,0.156381827597725,0.0789497129395064,8,0.9390117151657,0.998044193282944,NA,0,0
"10912","sp|P47093|LSM8_YEAST","C3-C2",0.00343870163364218,0.14406393574855,0.023869274539633,8,0.981541521645734,0.998737561947952,NA,0,0
"10913","sp|P47096|3HAO_YEAST","C3-C2",0.00504381845321927,0.0742673641891567,0.0679143323354363,8,0.947520569521882,0.998044193282944,NA,0,0
"10914","sp|P47102|GEA1_YEAST","C3-C2",0.0808040993701577,0.136699645373506,0.591106869000104,8,0.570768238089422,0.946360811093249,NA,0,0
"10915","sp|P47103|CYP7_YEAST","C3-C2",-0.598549210840517,0.30084883139154,-1.98953477090803,8,0.0818319242392298,0.760519755289355,NA,0,0
"10916","sp|P47104|RAV1_YEAST","C3-C2",-0.0809433656132891,0.0941807371615047,-0.859447144424919,8,0.415103636916948,0.896327745633622,NA,0,0
"10917","sp|P47108|URB2_YEAST","C3-C2",-0.0653176137329746,0.114568339788075,-0.57011923061639,8,0.584248444985958,0.947643146353521,NA,0.0166666666666667,0.0166666666666667
"10918","sp|P47112|CDT1_YEAST","C3-C2",-0.0230608733853934,0.159699967635783,-0.144401240193027,8,0.888755126871051,0.994274181102962,NA,0,0
"10919","sp|P47116|PTK2_YEAST","C3-C2",0.133410942567828,0.0630718996149862,2.11521998516323,8,0.0673241983984858,0.760519755289355,NA,0.0111111111111111,0.0222222222222222
"10920","sp|P47117|ARP3_YEAST","C3-C2",0.0549401206648691,0.0480384109234493,1.1436706503972,8,0.285826128136016,0.864278825413423,NA,0.0083333333333333,0.0166666666666667
"10921","sp|P47118|YAE1_YEAST","C3-C2",-0.910864305887655,0.517285026711047,-1.7608557349495,8,0.11629514721795,0.772879579150727,NA,0,0
"10922","sp|P47119|ITPA_YEAST","C3-C2",-0.278861767848625,0.124716610856491,-2.2359633246409,8,0.0557756353529575,0.760519755289355,NA,0,0
"10923","sp|P47120|DOHH_YEAST","C3-C2",0.0401012242383001,0.0763725817778432,0.525073570970127,8,0.613768563008545,0.949703031298288,NA,0.0185185185185185,0.0185185185185185
"10924","sp|P47122|NPA3_YEAST","C3-C2",-0.0786486780453555,0.0769607589219117,-1.02193220476368,8,0.336718933008117,0.864278825413423,NA,0,0
"10925","sp|P47123|MOG1_YEAST","C3-C2",-0.204200344045913,0.200337256878701,-1.0192829193501,8,0.337900135583691,0.864278825413423,NA,0,0
"10926","sp|P47124|HOC1_YEAST","C3-C2",0.0366756588907056,0.0958310434474654,0.382711672244404,8,0.711901428651236,0.970920468203973,NA,0,0
"10927","sp|P47127|AIM24_YEAST","C3-C2",-0.0155588880509079,0.0933950829762149,-0.166592154052374,8,0.871824589489992,0.992576446666982,NA,0,0
"10928","sp|P47133|EMC2_YEAST","C3-C2",0.0135034599290513,0.0857890945965634,0.157402989185904,8,0.878827474267621,0.992576446666982,NA,0,0
"10929","sp|P47135|JSN1_YEAST","C3-C2",-0.220992178238498,0.071239261906073,-3.10211212645451,8,0.0146189497044902,0.60618576377386,NA,0,0
"10930","sp|P47136|BUD4_YEAST","C3-C2",-0.0957870360235612,0.147148452540512,-0.650955102617814,8,0.533322464287037,0.934030248594041,NA,0,0
"10931","sp|P47137|YJ66_YEAST","C3-C2",0.0180812933572103,0.188154912767293,0.0960979072577973,8,0.925806512411172,0.996901424699354,NA,0,0
"10932","sp|P47141|RT26_YEAST","C3-C2",-0.0441358659390439,0.0766128604483419,-0.576089519184623,8,0.580395751682277,0.946360811093249,NA,0,0
"10933","sp|P47143|ADK_YEAST","C3-C2",0.143502069034889,0.0508961771908582,2.81950584415728,8,0.0225110050098749,0.676323006654509,NA,0,0
"10934","sp|P47148|YJ81_YEAST","C3-C2",0.0194145798374544,0.158634302248093,0.122385761227678,8,0.905612098806431,0.994274181102962,NA,0,0
"10935","sp|P47150|RT07_YEAST","C3-C2",-0.166287863556152,0.0827020578832394,-2.01068592260329,8,0.0791939489144315,0.760519755289355,NA,0,0
"10936","sp|P47154|STE24_YEAST","C3-C2",-0.000698785422792732,0.0743931386118571,-0.00939314345155693,8,0.992735481426264,0.999258462269971,NA,0,0
"10937","sp|P47160|ENT3_YEAST","C3-C2",-0.0548465592615438,0.0619180412993861,-0.885792866029947,8,0.401569763717651,0.893830780623402,NA,0,0
"10938","sp|P47165|XPT1_YEAST","C3-C2",-0.18109937355086,0.20481284389468,-0.884218831725152,8,0.402369371222293,0.893830780623402,NA,0.0416666666666666,0.0416666666666667
"10939","sp|P47166|SGM1_YEAST","C3-C2",0.039031667024755,0.0986886867835009,0.395502952738454,8,0.702809135509321,0.969760455010966,NA,0,0
"10940","sp|P47169|MET5_YEAST","C3-C2",-0.0711886751271606,0.0890103085168073,-0.799780118880483,8,0.446933622555376,0.906994662545153,NA,0,0
"10941","sp|P47170|IML1_YEAST","C3-C2",0.261545845836344,0.145579149014071,1.79658864341255,8,0.110125612847335,0.772879579150727,NA,0,0
"10942","sp|P47173|YJ9J_YEAST","C3-C2",0.0817697212189851,0.0977813617193546,0.836250587854105,8,0.427284124761965,0.899796174573194,NA,0,0
"10943","sp|P47176|BCA2_YEAST","C3-C2",-0.0360718661921559,0.0650756293105564,-0.554306836127737,8,0.594520752596024,0.947643146353521,NA,0,0
"10944","sp|P47190|PMT3_YEAST","C3-C2",-0.274468349418495,0.152343668523031,-1.80163935974143,8,0.109278838071465,0.772879579150727,NA,0,0
"10945","sp|P47771|ALDH2_YEAST","C3-C2",-0.071377547962367,0.0940081166330795,-0.759270055807615,8,0.469469847338412,0.917145965524103,NA,0,0
"10946","sp|P47818|CCC1_YEAST","C3-C2",-0.21650267527693,0.0809710916106761,-2.6738268062127,8,0.0281944875474891,0.716328379743291,NA,0,0
"10947","sp|P47912|LCF4_YEAST","C3-C2",-0.063697005568122,0.0330047078465603,-1.92993696124356,8,0.0897293923026181,0.760519755289355,NA,0,0
"10948","sp|P48015|GCST_YEAST","C3-C2",-0.0212502475841951,0.0876488456753954,-0.242447546461647,8,0.814533375755873,0.988419734920613,NA,0.0196078431372549,0.0196078431372549
"10949","sp|P48164|RS7B_YEAST","C3-C2",0.148930808667615,0.0542233888983081,2.74661565227735,8,0.0251903242550036,0.680813495713355,NA,0,0
"10950","sp|P48231|TCB2_YEAST","C3-C2",0.0804433612331816,0.0731148306775282,1.10023316046475,8,0.303232091219838,0.864278825413423,NA,0,0
"10951","sp|P48234|NOL10_YEAST","C3-C2",-0.239791174391923,0.121976649152893,-1.96587769919268,8,0.0848831135061332,0.760519755289355,NA,0,0
"10952","sp|P48240|MTR3_YEAST","C3-C2",-0.0281876331079106,0.212855194232164,-0.132426334295446,8,0.897917283771705,0.994274181102962,NA,0,0
"10953","sp|P48353|HLJ1_YEAST","C3-C2",0.0433827418832979,0.14283397618121,0.303728447832743,8,0.769084192099181,0.98155109748185,NA,0,0
"10954","sp|P48360|ADRO_YEAST","C3-C2",-0.393195378984097,0.117042263003849,-3.35943076366497,8,0.00994017694712568,0.535845141606068,NA,0,0
"10955","sp|P48361|ASK10_YEAST","C3-C2",0.149154533827846,0.185942752229249,0.80215298547347,8,0.445636683751891,0.906994662545153,NA,0.0416666666666666,0.0416666666666667
"10956","sp|P48362|HGH1_YEAST","C3-C2",-0.0121164524718154,0.0882371620562472,-0.137316887686071,8,0.894173403852822,0.994274181102962,NA,0,0
"10957","sp|P48363|PFD3_YEAST","C3-C2",-0.1627451246774,0.201851339787777,-0.806262296046724,8,0.443396730919914,0.906994662545153,NA,0,0
"10958","sp|P48365|GYP7_YEAST","C3-C2",-0.181579707153838,0.154626550910342,-1.1743113073713,8,0.274039960237261,0.864278825413423,NA,0.0333333333333333,0.0333333333333333
"10959","sp|P48412|UPF3_YEAST","C3-C2",-0.33532082174987,0.140737281185637,-2.38260124769336,8,0.0443651890256815,0.716328379743291,NA,0,0
"10960","sp|P48415|SEC16_YEAST","C3-C2",-0.104122396260445,0.0438270161064635,-2.3757582767559,8,0.0448415712354779,0.716328379743291,NA,0.00724637681159424,0.0072463768115942
"10961","sp|P48439|OST3_YEAST","C3-C2",-0.0934986495438264,0.120149422101798,-0.778186427435402,8,0.458853859739892,0.913783311468851,NA,0,0
"10962","sp|P48445|BPL1_YEAST","C3-C2",-0.0795377716386234,0.101582114825422,-0.782989916830499,8,0.45618389577298,0.91158092062403,NA,0.0208333333333334,0.0208333333333333
"10963","sp|P48510|DSK2_YEAST","C3-C2",0.119709247939448,0.106520138206591,1.12381799305665,8,0.293679072206268,0.864278825413423,NA,0,0
"10964","sp|P48524|BUL1_YEAST","C3-C2",0.312512830053575,0.216198685899639,1.44548903594468,8,0.186328744283469,0.827185904166094,NA,0,0.0238095238095238
"10965","sp|P48527|SYYM_YEAST","C3-C2",-0.151460658981012,0.298157613988324,-0.507988566701313,8,0.625168433735141,0.951104051000422,NA,0,0
"10966","sp|P48562|CLA4_YEAST","C3-C2",-0.104719307278746,0.628579482593671,-0.166596763302946,8,0.871821079829175,0.992576446666982,NA,0.0333333333333333,0.0333333333333333
"10967","sp|P48563|MON2_YEAST","C3-C2",0.0182229845150689,0.0816945027827024,0.22306255493763,8,0.829076972774368,0.988419734920613,NA,0,0
"10968","sp|P48567|PUS4_YEAST","C3-C2",-0.132086460896945,0.123980120386873,-1.06538419614997,8,0.317797319737047,0.864278825413423,NA,0,0
"10969","sp|P48570|HOSC_YEAST","C3-C2",-0.103340974071444,0.0733684479209273,-1.40852065158609,8,0.196634411211578,0.827751755403151,NA,0,0
"10970","sp|P48582|BRO1_YEAST","C3-C2",0.0872043501798742,0.066670072240331,1.30799843542274,8,0.227204914762512,0.850122715681241,NA,0.0238095238095238,0.0357142857142857
"10971","sp|P48589|RS12_YEAST","C3-C2",-0.0923920224220727,0.0589911920972353,-1.56620029427076,8,0.155935180639118,0.800236008084946,NA,0,0
"10972","sp|P48606|TBCA_YEAST","C3-C2",-0.0737387698888566,0.134560863603621,-0.54799566466867,8,0.598648177320449,0.947643146353521,NA,0,0
"10973","sp|P48813|GNP1_YEAST","C3-C2",-0.160097613239779,0.175451018545561,-0.912491785838247,8,0.388180627181618,0.889435476597704,NA,0,0
"10974","sp|P48836|VATG_YEAST","C3-C2",-0.0105164329850602,0.0975886456668861,-0.107762874596677,8,0.916837443041687,0.995942407491605,NA,0,0
"10975","sp|P48837|NUP57_YEAST","C3-C2",-0.0622755603646456,0.0576551683677331,-1.08013838356074,8,0.31156491828612,0.864278825413423,NA,0,0
"10976","sp|P49017|COQ5_YEAST","C3-C2",0.14416732922235,0.157412135304717,0.915859053326938,8,0.386515307502973,0.889384166325747,NA,0,0
"10977","sp|P49089|ASNS1_YEAST","C3-C2",-0.0156820592233776,0.0427285733064203,-0.367015746369917,8,0.723125634403,0.972753042719081,NA,0,0
"10978","sp|P49090|ASNS2_YEAST","C3-C2",0.0380582557666275,0.120704464615294,0.315301143896588,8,0.760600763912322,0.98155109748185,NA,0,0
"10979","sp|P49095|GCSP_YEAST","C3-C2",0.00298691663802705,0.0401815617442122,0.074335503857246,8,0.942568564340926,0.998044193282944,NA,0.00462962962962965,0.0231481481481481
"10980","sp|P49166|RL37A_YEAST","C3-C2",-0.201034637807414,0.301747866643681,-0.666233833045804,8,0.524004933484153,0.934030248594041,NA,0,0
"10981","sp|P49167|RL38_YEAST","C3-C2",-0.0273651449629308,0.119865280966624,-0.228299176727835,8,0.825141009618058,0.988419734920613,NA,0,0
"10982","sp|P49334|TOM22_YEAST","C3-C2",-0.0514005766461783,0.0913162017009676,-0.562885618200583,8,0.588935396080064,0.947643146353521,NA,0,0
"10983","sp|P49367|LYS4_YEAST","C3-C2",0.00888360614611728,0.0647446580729538,0.137209870443787,8,0.894255299250759,0.994274181102962,NA,0,0
"10984","sp|P49435|APT1_YEAST","C3-C2",-0.172747362856522,0.0445671938708064,-3.87611038193902,8,0.00470055558841453,0.494869568875035,NA,0,0
"10985","sp|P49573|CTR1_YEAST","C3-C2",-0.340388353218715,0.389894256652527,-0.873027359113084,8,0.408087529183324,0.894362206631347,NA,0,0
"10986","sp|P49687|NU145_YEAST","C3-C2",0.0202159248119725,0.0388055447677622,0.520954542268581,8,0.616506923191654,0.949703031298288,NA,0,0
"10987","sp|P49723|RIR4_YEAST","C3-C2",0.0679216971215825,0.040267434904847,1.68676493255861,8,0.130131848657361,0.780058211929326,NA,0.00952380952380949,0.00476190476190476
"10988","sp|P49775|HNT2_YEAST","C3-C2",0.588050434048246,1.56973625478916,0.374617348776996,8,0.717680588667066,0.970920468203973,NA,0,0
"10989","sp|P49954|NIT3_YEAST","C3-C2",-0.0558117896038451,0.0530988339751602,-1.05109256504491,8,0.323927066032836,0.864278825413423,NA,0,0
"10990","sp|P49955|SF3B1_YEAST","C3-C2",0.28554821627837,0.128854774493846,2.21604684343308,8,0.0575358002528188,0.760519755289355,NA,0,0
"10991","sp|P49957|TRM9_YEAST","C3-C2",-0.0135712167410063,0.0707054978238974,-0.191940049341106,8,0.852571623734669,0.992401673457262,NA,0,0
"10992","sp|P50079|HSV2_YEAST","C3-C2",0.0376578379580827,0.152033847617149,0.247693777065437,8,0.810610245487744,0.988419734920613,NA,0.0416666666666666,0.208333333333333
"10993","sp|P50085|PHB2_YEAST","C3-C2",0.030713246217136,0.0507335434347332,0.605383423624795,8,0.561700630981753,0.946360811093249,NA,0,0
"10994","sp|P50086|PSD10_YEAST","C3-C2",-0.137790666186279,0.0879955646683999,-1.56588194763595,8,0.156009093553343,0.800236008084946,NA,0,0
"10995","sp|P50087|MOS2_YEAST","C3-C2",-0.089223459766418,0.0718244740888075,-1.24224313367192,8,0.249326119166697,0.864278825413423,NA,0,0
"10996","sp|P50094|IMDH4_YEAST","C3-C2",0.0495981753418065,0.0462315602733397,1.07282071053977,8,0.31464389241609,0.864278825413423,NA,0,0
"10997","sp|P50095|IMDH3_YEAST","C3-C2",-0.126344305811026,0.0768789170011253,-1.64341942810117,8,0.138919524205396,0.784153418470485,NA,0,0
"10998","sp|P50101|UBP15_YEAST","C3-C2",-0.0785734063714744,0.0901479733652422,-0.871604800843692,8,0.40881850150742,0.894362206631347,NA,0,0
"10999","sp|P50102|UBP8_YEAST","C3-C2",0.127773151099594,0.0758504474376598,1.68454050590286,8,0.130570013532727,0.780058211929326,NA,0,0
"11000","sp|P50105|TAF4_YEAST","C3-C2",0.0159842066367397,0.26762542947413,0.0597260382473662,8,0.95383887176926,0.998044193282944,NA,0,0
"11001","sp|P50106|RPA14_YEAST","C3-C2",-0.2242563450678,0.319065621587078,-0.702853362741862,8,0.502084032353955,0.928833484512505,NA,0,0
"11002","sp|P50107|LGUL_YEAST","C3-C2",0.0764037960469963,0.0457033556689745,1.67173274103509,8,0.133119543688279,0.780058211929326,NA,0.0128205128205128,0.0128205128205128
"11003","sp|P50108|MNN10_YEAST","C3-C2",-0.0388930023171549,0.115801134308007,-0.335860287980493,8,0.745615120428028,0.977384238510304,NA,0,0
"11004","sp|P50109|PSP2_YEAST","C3-C2",-0.0874247426279003,0.0682656780474497,-1.2806544244259,8,0.236193585896797,0.857005579714069,NA,0,0
"11005","sp|P50110|SAM37_YEAST","C3-C2",0.104251118889879,0.141274459149997,0.737933236602888,8,0.481637617284819,0.921094891835599,NA,0,0
"11006","sp|P50264|FMS1_YEAST","C3-C2",0.0582052163330537,0.0979800950649623,0.594051437636009,8,0.568891207680111,0.946360811093249,NA,0,0
"11007","sp|P50276|MUP1_YEAST","C3-C2",0.00544767302410532,0.175335918215544,0.0310699204107647,8,0.975974932879873,0.998737561947952,NA,0,0
"11008","sp|P50278|SOL1_YEAST","C3-C2",0.133808947503197,0.141301346721413,0.946975740910749,8,0.371373110931137,0.882242975134964,NA,0.0238095238095238,0.0238095238095238
"11009","sp|P50623|UBC9_YEAST","C3-C2",0.0192541859123048,0.15967671884161,0.120582299360772,8,0.906995371988189,0.994274181102962,NA,0,0
"11010","sp|P50861|RIB4_YEAST","C3-C2",0.0861211725436277,0.10742982326145,0.801650509412423,8,0.445911108062339,0.906994662545153,NA,0,0
"11011","sp|P50874|ORC5_YEAST","C3-C2",-0.103939154401317,0.483988027950509,-0.214755631128845,8,0.835331150445827,0.988419734920613,NA,0,0
"11012","sp|P50875|SPT20_YEAST","C3-C2",-0.104275788123663,0.192865620289818,-0.540665505687163,8,0.603461464118244,0.947643146353521,NA,0,0
"11013","sp|P50896|PSP1_YEAST","C3-C2",-0.076580263048149,0.146149279200647,-0.523986594165906,8,0.614490569548326,0.949703031298288,NA,0,0
"11014","sp|P50942|INP52_YEAST","C3-C2",0.432155345408836,0.429416499580594,1.00637806379335,8,0.343699370328941,0.864278825413423,NA,0.0416666666666666,0.0416666666666667
"11015","sp|P50945|AIM37_YEAST","C3-C2",0.0454804495157859,0.114770106099227,0.396274352804595,8,0.702262414450264,0.969760455010966,NA,0,0
"11016","sp|P50946|OCA1_YEAST","C3-C2",-0.149103944868424,0.118024009826768,-1.26333569828101,8,0.242040848525501,0.858037389258617,NA,0,0
"11017","sp|P51402|RL37B_YEAST","C3-C2",-0.832492754802686,0.608875709791292,-1.36726222021247,8,0.208721463896251,0.836821021475431,NA,0,0
"11018","sp|P51533|PDR10_YEAST","C3-C2",0.843341877440157,0.610106477240296,1.38228638590244,8,0.204247234033342,0.834759255218945,NA,0,0.0833333333333333
"11019","sp|P51534|SHE4_YEAST","C3-C2",0.110631606777446,0.0632952868127628,1.74786484663086,8,0.118617427544898,0.772879579150727,NA,0.0208333333333334,0.0208333333333333
"11020","sp|P51601|GCH1_YEAST","C3-C2",-0.00431693369103667,0.134122832444623,-0.0321864190634288,8,0.975111920774653,0.998737561947952,NA,0,0
"11021","sp|P51996|YPT32_YEAST","C3-C2",-0.154871763122629,0.40799440032731,-0.379592864505946,8,0.714125865508707,0.970920468203973,NA,0,0
"11022","sp|P51998|RL4P_YEAST","C3-C2",0.0266458407031453,0.183705309285145,0.145046655465934,8,0.88826180279424,0.994274181102962,NA,0,0
"11023","sp|P52286|SKP1_YEAST","C3-C2",0.140554224605995,0.253370625550636,0.554737646878109,8,0.594239576005346,0.947643146353521,NA,0,0
"11024","sp|P52488|UBA2_YEAST","C3-C2",-0.114418000794608,0.0439835271717821,-2.60138302114191,8,0.031549926820595,0.716328379743291,NA,0,0
"11025","sp|P52489|KPYK2_YEAST","C3-C2",-0.145835292560886,0.0791986236773969,-1.84138670332104,8,0.102826476813715,0.760519755289355,NA,0,0
"11026","sp|P52490|UBC13_YEAST","C3-C2",-0.121007753290442,0.112020656186871,-1.08022714211367,8,0.311527718586856,0.864278825413423,NA,0,0
"11027","sp|P52553|PFD6_YEAST","C3-C2",0.0678744471372106,0.104676679502664,0.648419948547216,8,0.534878150347241,0.934801478695784,NA,0,0
"11028","sp|P52593|NU188_YEAST","C3-C2",-0.0148702116308013,0.0391949208528981,-0.379391291198432,8,0.714269734656815,0.970920468203973,NA,0.0208333333333334,0.0277777777777778
"11029","sp|P52867|PMT5_YEAST","C3-C2",0.149265094283206,1.03488684744746,0.14423325086348,8,0.88888353822366,0.994274181102962,NA,0,0
"11030","sp|P52891|NUP84_YEAST","C3-C2",-0.0442702035701761,0.0789701419866498,-0.56059419999093,8,0.59042442282286,0.947643146353521,NA,0,0
"11031","sp|P52893|ALAM_YEAST","C3-C2",-0.109903631278544,0.104704578516554,-1.04965449300928,8,0.324548932489404,0.864278825413423,NA,0,0
"11032","sp|P52910|ACS2_YEAST","C3-C2",-0.0880314988428831,0.0540617182667247,-1.62835184794833,8,0.142100034187215,0.793812984908211,NA,0,0
"11033","sp|P52911|EXG2_YEAST","C3-C2",-0.0617230044968669,0.10960627694135,-0.563133847981123,8,0.588774214115557,0.947643146353521,NA,0.0151515151515151,0.0151515151515152
"11034","sp|P52917|VPS4_YEAST","C3-C2",-0.0504122360993927,0.108516955104484,-0.464556308743219,8,0.654630419603441,0.958083403132706,NA,0.0111111111111111,0.0111111111111111
"11035","sp|P52918|MSN5_YEAST","C3-C2",0.142698380252189,0.0617754979502696,2.30995111309445,8,0.0496928767814051,0.739074244195768,NA,0.0333333333333333,0.0583333333333333
"11036","sp|P52920|NBP35_YEAST","C3-C2",-0.0770039425792544,0.118319713551039,-0.650812449322211,8,0.53340993012854,0.934030248594041,NA,0,0
"11037","sp|P52923|AIF1_YEAST","C3-C2",-0.0518841012371353,0.283774838183455,-0.182835453521053,8,0.859475656558253,0.992576446666982,NA,0.0555555555555556,0.0555555555555556
"11038","sp|P53008|CWH41_YEAST","C3-C2",-0.0370399029658455,0.0309626877149693,-1.19627544310173,8,0.26583777740836,0.864278825413423,NA,0,0
"11039","sp|P53009|SCY1_YEAST","C3-C2",0.0141959373883201,0.112465105614873,0.126225261699686,8,0.902668311717747,0.994274181102962,NA,0.0208333333333334,0.0208333333333333
"11040","sp|P53010|PAN2_YEAST","C3-C2",-0.058194044955363,0.0842003605979302,-0.691137716538396,8,0.509033556668142,0.928833484512505,NA,0,0
"11041","sp|P53011|SEH1_YEAST","C3-C2",-0.129292903538905,0.130419151181552,-0.99136439984125,8,0.350541547368439,0.869032976154188,NA,0,0
"11042","sp|P53012|SCS3_YEAST","C3-C2",-0.260006978898455,0.179424743281551,-1.44911439828818,8,0.185344182986811,0.827185904166094,NA,0,0
"11043","sp|P53040|TAF6_YEAST","C3-C2",-0.0559017003784265,0.102557399039984,-0.545077204586988,8,0.600562062524772,0.947643146353521,NA,0,0
"11044","sp|P53043|PPT1_YEAST","C3-C2",-0.092753934439596,0.0239803111229961,-3.867920393687,8,0.00475531465972301,0.494869568875035,NA,0,0
"11045","sp|P53044|UFD1_YEAST","C3-C2",-0.264631035075327,0.0895072156031036,-2.95653298219849,8,0.0182426059478455,0.627620713672626,NA,0,0
"11046","sp|P53045|MSMO_YEAST","C3-C2",0.11234298194218,0.0929720144923919,1.20835266994643,8,0.261414415839232,0.864278825413423,NA,0,0
"11047","sp|P53049|YOR1_YEAST","C3-C2",0.100506030157022,0.0894517955040683,1.12357756030119,8,0.293775229703007,0.864278825413423,NA,0,0
"11048","sp|P53063|DXO_YEAST","C3-C2",0.019565774590685,0.0649143331568101,0.301409159413545,8,0.770788391611427,0.98155109748185,NA,0,0
"11049","sp|P53064|RTF1_YEAST","C3-C2",-0.175140204675954,0.112000067704995,-1.56375088216257,8,0.156504696658833,0.800236008084946,NA,0,0
"11050","sp|P53066|YGZ2_YEAST","C3-C2",-0.166350703522545,0.2044872545383,-0.813501574453329,8,0.439469412522632,0.906994662545153,NA,0,0
"11051","sp|P53067|IMB5_YEAST","C3-C2",0.0815790555791752,0.127289271900577,0.640894981651676,8,0.539511905809124,0.93641200624095,NA,0,0
"11052","sp|P53072|TAN1_YEAST","C3-C2",-0.0701329616446304,0.0681075221890326,-1.02973885101819,8,0.333256755946021,0.864278825413423,NA,0.0151515151515151,0.0151515151515152
"11053","sp|P53073|EMC4_YEAST","C3-C2",-0.330500975410892,0.152611112950269,-2.16564160382338,8,0.0622398360294247,0.760519755289355,NA,0,0
"11054","sp|P53075|SHE10_YEAST","C3-C2",-0.126405631592008,0.0594996404805297,-2.12447723332669,8,0.0663610919386359,0.760519755289355,NA,0.0222222222222223,0.0111111111111111
